,Unnamed: 0,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,CountyState Name,Total Population,Total Under 18,Total 18 to 64,Total 65 and over,Total Male,Total Female,Total 16 and Over,Total 16 and Over Employed,InPoverty Population,InPoverty Under 18,InPoverty 18 to 64,InPoverty 65 and Over,InPoverty Male,InPoverty Female,InPoverty 16 and Over,InPoverty 16 and Over Employed,PctBelowPoverty Population,PctBelowPoverty Under 18,PctBelowPoverty 18 to 64,PctBelowPoverty 65 and over,PctBelowPoverty Male,PctBelowPoverty Female,PctBelowPoverty 16 and Over,PctBelowPoverty 16 and Over Employed,State Code,County Code
3151,5468,Florida,Manatee,2017,365,339,23,3,0,0,0,133,49,35,0,0,364,1,0,0,"Manatee, Florida",381406,70536,207750,103120.0,183105.0,198301.0,171082,162626,38971,9922,22422,6627.0,17672.0,21299.0,9307,7706,10.2,14.1,10.8,6.4,9.7,10.7,5.4,4.7,12,81
3152,5469,Florida,Marion,2017,351,302,48,1,0,0,0,101,52,38,0,0,219,0,132,0,"Marion, Florida",344056,65066,178949,100041.0,165139.0,178917.0,134127,122955,55512,16541,31115,7856.0,24608.0,30904.0,11982,7659,16.1,25.4,17.4,7.9,14.9,17.3,8.9,6.2,12,83
3153,5470,Florida,Martin,2017,352,309,42,1,0,0,0,115,51,37,0,0,200,0,152,0,"Martin, Florida",157053,26317,83157,47579.0,77245.0,79808.0,69946,65535,16588,3840,9943,2805.0,7036.0,9552.0,4143,2623,10.6,14.6,12.0,5.9,9.1,12.0,5.9,4.0,12,85
3154,5471,Florida,Miami-Dade,2017,354,284,66,4,0,0,0,136,60,42,0,11,133,0,210,0,"Miami-Dade, Florida",2714753,552916,1730906,430931.0,1312155.0,1402598.0,1403992,1321198,451290,120369,245002,85919.0,198049.0,253241.0,118437,92795,16.6,21.8,14.2,19.9,15.1,18.1,8.4,7.0,12,86
3155,5472,Florida,Nassau,2017,347,291,56,0,0,0,0,93,54,32,0,0,0,83,264,0,"Nassau, Florida",81369,15398,48375,17596.0,39290.0,42079.0,38594,37320,7067,1457,4465,1145.0,2057.0,5010.0,1631,1561,8.7,9.5,9.2,6.5,5.2,11.9,4.2,4.2,12,89
3156,5473,Florida,Okaloosa,2017,365,345,20,0,0,0,0,87,48,35,0,0,344,0,0,21,"Okaloosa, Florida",196544,44289,120709,31546.0,98663.0,97881.0,94668,89461,21985,6980,12748,2257.0,10696.0,11289.0,6870,5785,11.2,15.8,10.6,7.2,10.8,11.5,7.3,6.5,12,91
3157,5474,Florida,Orange,2017,364,276,86,2,0,0,0,147,62,42,0,16,185,0,162,1,"Orange, Florida",1316802,298357,863425,155020.0,645026.0,671776.0,720897,685889,202505,66710,116844,18951.0,96082.0,106423.0,64723,52447,15.4,22.4,13.5,12.2,14.9,15.8,9.0,7.6,12,95
3158,5475,Florida,Osceola,2017,363,345,16,2,0,0,0,133,47,34,0,0,363,0,0,0,"Osceola, Florida",349896,86346,218636,44914.0,171968.0,177928.0,175500,165773,49237,18059,27336,3842.0,22818.0,26419.0,14278,11097,14.1,20.9,12.5,8.6,13.3,14.8,8.1,6.7,12,97
3159,5476,Florida,Palm Beach,2017,355,261,92,2,0,0,0,112,59,42,0,1,147,0,179,28,"Palm Beach, Florida",1451150,279568,829951,341631.0,700777.0,750373.0,721132,678780,169571,46242,92325,31004.0,72890.0,96681.0,49227,36878,11.7,16.5,11.1,9.1,10.4,12.9,6.8,5.4,12,99
3160,5477,Florida,Pasco,2017,348,312,34,2,0,0,0,112,51,37,0,0,348,0,0,0,"Pasco, Florida",517491,105427,295329,116735.0,250707.0,266784.0,231876,219682,67689,19315,37912,10462.0,30929.0,36760.0,15092,11994,13.1,18.3,12.8,9.0,12.3,13.8,6.5,5.5,12,101
3161,5478,Florida,Pinellas,2017,365,289,75,1,0,0,0,140,58,41,0,0,204,0,160,1,"Pinellas, Florida",956815,158395,568328,230092.0,458900.0,497915.0,478681,452872,114513,25040,68397,21076.0,52519.0,61994.0,31228,23031,12.0,15.8,12.0,9.2,11.4,12.5,6.5,5.1,12,103
3162,5479,Florida,Polk,2017,365,295,66,4,0,0,0,143,57,40,0,0,213,2,149,1,"Polk, Florida",672674,150233,386095,136346.0,327827.0,344847.0,297249,281545,107586,39342,54230,14014.0,47322.0,60264.0,23108,17410,16.0,26.2,14.0,10.3,14.4,17.5,7.8,6.2,12,105
3163,5480,Florida,Putnam,2017,348,346,2,0,0,0,0,53,28,15,0,0,0,19,0,329,"Putnam, Florida",71683,14936,40530,16217.0,35849.0,35834.0,28822,26249,19840,7640,9981,2219.0,9321.0,10519.0,4400,2562,27.7,51.2,24.6,13.7,26.0,29.4,15.3,9.8,12,107
3164,5481,Florida,Santa Rosa,2017,364,298,66,0,0,0,0,97,54,41,0,0,195,0,169,0,"Santa Rosa, Florida",167876,37756,103522,26598.0,83543.0,84333.0,81140,76888,16757,5831,9642,1284.0,6969.0,9788.0,5589,4365,10.0,15.4,9.3,4.8,8.3,11.6,6.9,5.7,12,113
3165,5482,Florida,Sarasota,2017,360,283,75,2,0,0,0,115,58,40,0,0,210,0,150,0,"Sarasota, Florida",413427,59166,205007,149254.0,197587.0,215840.0,176528,168364,36327,6733,19202,10392.0,15625.0,20702.0,9645,6693,8.8,11.4,9.4,7.0,7.9,9.6,5.5,4.0,12,115
3166,5483,Florida,Seminole,2017,355,322,31,2,0,0,0,133,50,37,0,0,330,0,18,7,"Seminole, Florida",457684,96164,292259,69261.0,219847.0,237837.0,239342,229293,52459,13519,28926,10014.0,23664.0,28795.0,12258,10315,11.5,14.1,9.9,14.5,10.8,12.1,5.1,4.5,12,117
3167,5484,Florida,St. Lucie,2017,339,319,19,1,0,0,0,112,48,35,0,0,339,0,0,0,"St. Lucie, Florida",310703,62405,174647,73651.0,151265.0,159438.0,139902,133097,36963,10063,20148,6752.0,16873.0,20090.0,9142,7602,11.9,16.1,11.5,9.2,11.2,12.6,6.5,5.7,12,111
3168,5485,Florida,Volusia,2017,354,316,38,0,0,0,0,95,51,38,0,0,270,0,83,1,"Volusia, Florida",527753,94111,306381,127261.0,257753.0,270000.0,236794,225985,79847,24157,45039,10651.0,37294.0,42553.0,16193,13011,15.1,25.7,14.7,8.4,14.5,15.8,6.8,5.8,12,127
3169,5487,Georgia,Bibb,2017,365,284,81,0,0,0,0,93,58,40,0,0,163,0,202,0,"Bibb, Georgia",146882,37200,87478,22204.0,68093.0,78789.0,65887,61230,36666,13823,19351,3492.0,14085.0,22581.0,9327,6607,25.0,37.2,22.1,15.7,20.7,28.7,14.2,10.8,13,21
3170,5489,Georgia,Chatham,2017,365,289,76,0,0,0,0,84,57,38,0,0,100,35,230,0,"Chatham, Georgia",278384,62091,175607,40686.0,132218.0,146166.0,146524,137453,43291,13924,26053,3314.0,19039.0,24252.0,14674,12487,15.6,22.4,14.8,8.1,14.4,16.6,10.0,9.1,13,51
3171,5491,Georgia,Clarke,2017,360,314,46,0,0,0,0,97,53,38,0,0,188,0,172,0,"Clarke, Georgia",116592,21671,81875,13046.0,57126.0,59466.0,63833,60160,31482,5375,24557,1550.0,15066.0,16416.0,12966,10987,27.0,24.8,30.0,11.9,26.4,27.6,20.3,18.3,13,59
3172,5492,Georgia,Clayton,2017,116,84,32,0,0,0,0,68,58,38,0,0,0,0,116,0,"Clayton, Georgia",276748,76108,175462,25178.0,128431.0,148317.0,141776,132717,41096,16561,21852,2683.0,16383.0,24713.0,12520,9241,14.8,21.8,12.5,10.7,12.8,16.7,8.8,7.0,13,63
3173,5493,Georgia,Cobb,2017,284,239,45,0,0,0,0,97,54,40,0,0,225,0,59,0,"Cobb, Georgia",745708,179975,477392,88341.0,359498.0,386210.0,406705,387614,68948,18598,44546,5804.0,32228.0,36720.0,24397,19337,9.2,10.3,9.3,6.6,9.0,9.5,6.0,5.0,13,67
3174,5495,Georgia,Columbia,2017,245,235,9,1,0,0,0,105,48,37,0,0,245,0,0,0,"Columbia, Georgia",149734,37319,93188,19227.0,73733.0,76001.0,67604,65755,9278,1830,6471,977.0,4942.0,4336.0,4159,4159,6.2,4.9,6.9,5.1,6.7,5.7,6.2,6.3,13,73
3175,5496,Georgia,Coweta,2017,316,264,52,0,0,0,0,74,54,38,0,0,149,0,167,0,"Coweta, Georgia",142286,35147,87877,19262.0,69450.0,72836.0,75910,72472,15912,5387,9373,1152.0,7619.0,8293.0,4445,4182,11.2,15.3,10.7,6.0,11.0,11.4,5.9,5.8,13,77
3176,5498,Georgia,DeKalb,2017,365,250,114,1,0,0,0,143,62,44,0,53,131,0,181,0,"DeKalb, Georgia",740346,173434,478068,88844.0,349834.0,390512.0,413342,386461,109376,42096,57571,9709.0,49559.0,59817.0,33621,26544,14.8,24.3,12.0,10.9,14.2,15.3,8.1,6.9,13,89
3177,5499,Georgia,Dougherty,2017,356,272,83,0,1,0,0,151,59,38,0,0,0,0,356,0,"Dougherty, Georgia",85626,21093,51360,13173.0,40081.0,45545.0,39821,34974,23463,8670,12820,1973.0,9434.0,14029.0,6653,4115,27.4,41.1,25.0,15.0,23.5,30.8,16.7,11.8,13,95
3178,5500,Georgia,Douglas,2017,231,200,30,1,0,0,0,150,54,39,0,0,231,0,0,0,"Douglas, Georgia",142146,37083,88521,16542.0,67142.0,75004.0,74498,71043,15593,4336,9081,2176.0,6804.0,8789.0,4127,3619,11.0,11.7,10.3,13.2,10.1,11.7,5.5,5.1,13,97
3179,5501,Georgia,Floyd,2017,365,249,116,0,0,0,0,78,58,40,0,0,0,63,302,0,"Floyd, Georgia",93757,22435,55888,15434.0,43819.0,49938.0,43288,40791,18602,6801,11019,782.0,8280.0,10322.0,5087,4474,19.8,30.3,19.7,5.1,18.9,20.7,11.8,11.0,13,115
3180,5502,Georgia,Fulton,2017,365,210,149,6,0,0,0,136,70,48,0,22,114,0,229,0,"Fulton, Georgia",1009230,229600,664188,115442.0,486117.0,523113.0,569546,536139,142996,46089,83636,13271.0,63331.0,79665.0,46812,35649,14.2,20.1,12.6,11.5,13.0,15.2,8.2,6.6,13,121
3181,5503,Georgia,Glynn,2017,276,257,19,0,0,0,0,77,47,35,0,0,215,0,61,0,"Glynn, Georgia",84068,18753,49261,16054.0,38944.0,45124.0,40702,38161,13910,5938,6753,1219.0,5704.0,8206.0,3887,2882,16.5,31.7,13.7,7.6,14.6,18.2,9.5,7.6,13,127
3182,5504,Georgia,Gwinnett,2017,354,270,84,0,0,0,0,97,61,42,0,0,181,0,173,0,"Gwinnett, Georgia",912053,246404,578186,87463.0,445244.0,466809.0,483994,463472,98579,39185,53773,5621.0,44005.0,54574.0,28978,23397,10.8,15.9,9.3,6.4,9.9,11.7,6.0,5.0,13,135
3183,5505,Georgia,Hall,2017,254,206,48,0,0,0,0,68,56,36,0,0,0,0,254,0,"Hall, Georgia",197523,50619,118486,28418.0,99502.0,98021.0,100217,97301,25918,11434,13040,1444.0,11170.0,14748.0,6423,5981,13.1,22.6,11.0,5.1,11.2,15.0,6.4,6.1,13,139
3184,5506,Georgia,Henry,2017,347,282,62,3,0,0,0,129,57,39,0,0,186,0,161,0,"Henry, Georgia",224371,58511,141011,24849.0,107946.0,116425.0,119838,112457,24390,9620,13323,1447.0,12477.0,11913.0,8184,6560,10.9,16.4,9.4,5.8,11.6,10.2,6.8,5.8,13,151
3185,5507,Georgia,Houston,2017,327,263,64,0,0,0,0,92,56,35,0,0,0,0,327,0,"Houston, Georgia",151311,38847,94083,18381.0,73625.0,77686.0,76785,71482,20254,8712,10724,818.0,9339.0,10915.0,5637,5092,13.4,22.4,11.4,4.5,12.7,14.1,7.3,7.1,13,153
3186,5508,Georgia,Lowndes,2017,331,241,89,0,1,0,0,151,59,38,0,0,0,0,331,0,"Lowndes, Georgia",111730,27807,70925,12998.0,53687.0,58043.0,49954,47784,29252,8625,17330,3297.0,12967.0,16285.0,5986,5139,26.2,31.0,24.4,25.4,24.2,28.1,12.0,10.8,13,185
3187,5510,Georgia,Muscogee,2017,360,287,73,0,0,0,0,99,58,40,0,0,151,0,209,0,"Muscogee, Georgia",184955,47043,113350,24562.0,87697.0,97258.0,81986,73405,43907,17538,23017,3352.0,20355.0,23552.0,10152,6570,23.7,37.3,20.3,13.6,23.2,24.2,12.4,9.0,13,215
3188,5511,Georgia,Paulding,2017,11,10,1,0,0,0,0,52,37,21,0,0,0,0,11,0,"Paulding, Georgia",158590,42936,99489,16165.0,77647.0,80943.0,80740,78030,14701,5121,8373,1207.0,6399.0,8302.0,3029,2720,9.3,11.9,8.4,7.5,8.2,10.3,3.8,3.5,13,223
3189,5513,Georgia,Richmond,2017,365,276,88,0,0,0,1,364,61,42,0,0,160,10,191,4,"Richmond, Georgia",192151,45690,119962,26499.0,88721.0,103430.0,91299,81098,44179,16384,25323,2472.0,17438.0,26741.0,14211,10647,23.0,35.9,21.1,9.3,19.7,25.9,15.6,13.1,13,245
3190,5514,Georgia,Rockdale,2017,243,212,30,1,0,0,0,126,54,39,0,0,243,0,0,0,"Rockdale, Georgia",89493,22505,54812,12176.0,42264.0,47229.0,42803,39678,12139,4352,7132,655.0,6099.0,6040.0,3241,1934,13.6,19.3,13.0,5.4,14.4,12.8,7.6,4.9,13,247
3191,5516,Georgia,Walker,2017,315,241,74,0,0,0,0,83,58,38,0,0,0,0,315,0,"Walker, Georgia",67547,15073,39842,12632.0,32100.0,35447.0,32147,29598,9712,3801,4513,1398.0,4666.0,5046.0,1830,1434,14.4,25.2,11.3,11.1,14.5,14.2,5.7,4.8,13,295
3192,5518,Hawaii,Hawaii,2017,365,6,58,132,167,2,0,277,200,146,0,0,0,356,9,0,"Hawaii, Hawaii",197136,42940,114409,39787.0,97502.0,99634.0,94256,89285,29641,8418,16838,4385.0,14042.0,15599.0,6628,4760,15.0,19.6,14.7,11.0,14.4,15.7,7.0,5.3,15,1
3193,5519,Hawaii,Honolulu,2017,365,342,23,0,0,0,0,91,45,31,1,8,258,42,56,0,"Honolulu, Hawaii",955728,204804,583702,167222.0,475619.0,480109.0,483983,465356,80145,20841,44536,14768.0,33265.0,46880.0,19617,16434,8.4,10.2,7.6,8.8,7.0,9.8,4.1,3.5,15,3
3194,5520,Hawaii,Kauai,2017,363,362,1,0,0,0,0,53,26,12,0,73,0,26,264,0,"Kauai, Hawaii",71328,15942,41512,13874.0,34810.0,36518.0,38034,36616,6801,1904,3839,1058.0,3713.0,3088.0,1773,1529,9.5,11.9,9.2,7.6,10.7,8.5,4.7,4.2,15,7
3195,5521,Hawaii,Maui,2017,364,355,9,0,0,0,0,87,36,21,0,0,0,0,364,0,"Maui, Hawaii",164290,35414,100332,28544.0,81984.0,82306.0,88189,84312,15939,3278,9796,2865.0,8295.0,7644.0,4090,3549,9.7,9.3,9.8,10.0,10.1,9.3,4.6,4.2,15,9
3196,5522,Idaho,Ada,2017,365,234,109,18,4,0,0,184,87,43,3,15,242,0,102,3,"Ada, Idaho",446820,109090,275767,61963.0,223260.0,223560.0,235314,227963,50850,13088,31723,6039.0,23159.0,27691.0,14457,12226,11.4,12.0,11.5,9.7,10.4,12.4,6.1,5.4,16,1
3197,5523,Idaho,Bannock,2017,365,271,87,3,4,0,0,200,66,34,0,0,0,86,251,28,"Bannock, Idaho",83345,21894,49921,11530.0,40818.0,42527.0,39277,37531,11298,2797,7948,553.0,5038.0,6260.0,4526,4148,13.6,12.8,15.9,4.8,12.3,14.7,11.5,11.1,16,5
3198,5528,Idaho,Bonneville,2017,358,323,31,4,0,0,0,149,50,24,0,0,0,0,358,0,"Bonneville, Idaho",113401,35116,63741,14544.0,56757.0,56644.0,53504,51810,10901,4398,5726,777.0,4828.0,6073.0,3125,2838,9.6,12.5,9.0,5.3,8.5,10.7,5.8,5.5,16,19
3199,5530,Idaho,Canyon,2017,365,260,88,13,4,0,0,164,72,31,0,0,0,0,319,46,"Canyon, Idaho",213847,61629,123635,28583.0,105721.0,108126.0,98593,93000,35156,11429,20955,2772.0,16290.0,18866.0,12953,10364,16.4,18.5,16.9,9.7,15.4,17.4,13.1,11.1,16,27
3200,5536,Idaho,Kootenai,2017,355,300,44,6,1,4,0,269,59,23,0,0,0,0,355,0,"Kootenai, Idaho",155658,35651,91661,28346.0,76975.0,78683.0,74765,70878,15758,6291,8061,1406.0,6577.0,9181.0,4169,3631,10.1,17.6,8.8,5.0,8.5,11.7,5.6,5.1,16,55
3201,5541,Idaho,Twin Falls,2017,288,220,62,5,1,0,0,153,64,34,0,0,0,0,288,0,"Twin Falls, Idaho",83568,23377,47912,12279.0,41008.0,42560.0,41660,40360,11701,3819,6473,1409.0,4487.0,7214.0,3989,3675,14.0,16.3,13.5,11.5,10.9,17.0,9.6,9.1,16,83
3202,5543,Illinois,Adams,2017,244,213,30,1,0,0,0,115,54,41,0,0,244,0,0,0,"Adams, Illinois",64753,14580,37616,12557.0,32324.0,32429.0,33514,32033,8978,2741,5131,1106.0,4078.0,4900.0,3291,2512,13.9,18.8,13.6,8.8,12.6,15.1,9.8,7.8,17,1
3203,5544,Illinois,Champaign,2017,365,286,78,1,0,0,0,105,58,41,0,0,248,0,117,0,"Champaign, Illinois",193968,38812,129858,25298.0,97063.0,96905.0,103592,97258,38396,6230,30560,1606.0,18561.0,19835.0,12741,9485,19.8,16.1,23.5,6.3,19.1,20.5,12.3,9.8,17,19
3204,5546,Illinois,Cook,2017,365,184,162,18,1,0,0,177,87,50,0,34,162,0,164,5,"Cook, Illinois",5127661,1136529,3270439,720693.0,2487320.0,2640341.0,2744690,2550840,740193,228992,427010,84191.0,322768.0,417425.0,217104,149682,14.4,20.1,13.1,11.7,13.0,15.8,7.9,5.9,17,31
3205,5547,Illinois,DuPage,2017,311,237,72,2,0,0,0,129,68,41,0,0,207,0,104,0,"DuPage, Illinois",916449,210440,570527,135482.0,451750.0,464699.0,512490,491692,55360,15828,32481,7051.0,24686.0,30674.0,20442,16506,6.0,7.5,5.7,5.2,5.5,6.6,4.0,3.4,17,43
3206,5552,Illinois,Kane,2017,353,291,61,1,0,0,0,143,61,38,0,0,299,0,54,0,"Kane, Illinois",528169,136066,323848,68255.0,264605.0,263564.0,282209,266590,48407,19608,25200,3599.0,21964.0,26443.0,14306,11001,9.2,14.4,7.8,5.3,8.3,10.0,5.1,4.1,17,89
3207,5554,Illinois,Lake,2017,358,316,35,7,0,0,0,129,54,35,0,0,358,0,0,0,"Lake, Illinois",686699,171171,421497,94031.0,339717.0,346982.0,368736,348408,50592,16286,28909,5397.0,21219.0,29373.0,15356,10808,7.4,9.5,6.9,5.7,6.2,8.5,4.2,3.1,17,97
3208,5555,Illinois,Macon,2017,365,204,150,11,0,0,0,108,79,48,0,0,132,146,87,0,"Macon, Illinois",101890,22677,59530,19683.0,49344.0,52546.0,51538,46515,13033,4122,7721,1190.0,5280.0,7753.0,4465,2646,12.8,18.2,13.0,6.0,10.7,14.8,8.7,5.7,17,115
3209,5557,Illinois,Madison,2017,365,217,139,9,0,0,0,136,77,46,0,0,226,0,138,1,"Madison, Illinois",259401,56767,158966,43668.0,126889.0,132512.0,134434,126955,39147,11209,25038,2900.0,18760.0,20387.0,13835,11506,15.1,19.7,15.8,6.6,14.8,15.4,10.3,9.1,17,119
3210,5558,Illinois,McHenry,2017,357,277,77,3,0,0,0,133,61,40,0,0,226,0,131,0,"McHenry, Illinois",306434,72786,191980,41668.0,152671.0,153763.0,174962,167716,18471,5260,10809,2402.0,8774.0,9697.0,6315,4890,6.0,7.2,5.6,5.8,5.7,6.3,3.6,2.9,17,111
3211,5559,Illinois,McLean,2017,364,285,79,0,0,0,0,100,58,41,0,0,207,0,157,0,"McLean, Illinois",164387,36319,106500,21568.0,78731.0,85656.0,88621,86046,29137,6777,19370,2990.0,13799.0,15338.0,10779,10216,17.7,18.7,18.2,13.9,17.5,17.9,12.2,11.9,17,113
3212,5561,Illinois,Peoria,2017,365,258,104,3,0,0,0,115,64,44,0,0,212,0,153,0,"Peoria, Illinois",178185,43195,105522,29468.0,87104.0,91081.0,86094,78319,27068,7422,17613,2033.0,11421.0,15647.0,9828,4990,15.2,17.2,16.7,6.9,13.1,17.2,11.4,6.4,17,143
3213,5563,Illinois,Rock Island,2017,363,305,58,0,0,0,0,93,58,40,0,0,285,0,78,0,"Rock Island, Illinois",139880,32029,81753,26098.0,67534.0,72346.0,70922,66347,17335,5667,9760,1908.0,7806.0,9529.0,5600,4622,12.4,17.7,11.9,7.3,11.6,13.2,7.9,7.0,17,161
3214,5565,Illinois,Sangamon,2017,364,298,64,2,0,0,0,115,58,40,0,0,279,0,85,0,"Sangamon, Illinois",192634,43424,116825,32385.0,92724.0,99910.0,99786,94230,32511,11557,18788,2166.0,14925.0,17586.0,9521,6861,16.9,26.6,16.1,6.7,16.1,17.6,9.5,7.3,17,167
3215,5566,Illinois,Tazewell,2017,357,357,0,0,0,0,0,44,13,3,0,0,0,357,0,0,"Tazewell, Illinois",130582,29599,77687,23296.0,63258.0,67324.0,64948,61448,11568,2910,7531,1127.0,4922.0,6646.0,3788,2776,8.9,9.8,9.7,4.8,7.8,9.9,5.8,4.5,17,179
3216,5568,Illinois,Will,2017,365,289,76,0,0,0,0,93,58,40,0,0,219,0,146,0,"Will, Illinois",682425,172567,424667,85191.0,338050.0,344375.0,368249,350920,46117,15174,24909,6034.0,20053.0,26064.0,12813,10928,6.8,8.8,5.9,7.1,5.9,7.6,3.5,3.1,17,197
3217,5569,Illinois,Winnebago,2017,354,317,37,0,0,0,0,87,51,35,0,0,311,0,43,0,"Winnebago, Illinois",279900,65176,167571,47153.0,135843.0,144057.0,145951,131674,39206,13600,22934,2672.0,16408.0,22798.0,13330,8674,14.0,20.9,13.7,5.7,12.1,15.8,9.1,6.6,17,201
3218,5570,Indiana,Allen,2017,365,279,85,1,0,0,0,105,61,42,0,0,232,0,133,0,"Allen, Indiana",366986,94870,221102,51014.0,180113.0,186873.0,188844,179019,46668,17962,25169,3537.0,21453.0,25215.0,13865,10609,12.7,18.9,11.4,6.9,11.9,13.5,7.3,5.9,18,3
3219,5571,Indiana,Bartholomew,2017,364,314,50,0,0,0,0,93,54,38,0,0,170,0,194,0,"Bartholomew, Indiana",81062,19298,48986,12778.0,40546.0,40516.0,41882,40460,10077,4364,5075,638.0,3941.0,6136.0,1633,1372,12.4,22.6,10.4,5.0,9.7,15.1,3.9,3.4,18,5
3220,5572,Indiana,Boone,2017,245,219,25,1,0,0,0,101,51,39,0,0,245,0,0,0,"Boone, Indiana",64630,16571,39722,8337.0,31997.0,32633.0,36209,35204,3380,755,2350,275.0,1198.0,2182.0,1467,1357,5.2,4.6,5.9,3.3,3.7,6.7,4.1,3.9,18,11
3221,5575,Indiana,Clark,2017,364,306,57,1,0,0,0,101,57,38,0,0,317,0,47,0,"Clark, Indiana",114945,26128,71315,17502.0,55545.0,59400.0,61154,58394,12341,4847,6065,1429.0,5198.0,7143.0,2606,2110,10.7,18.6,8.5,8.2,9.4,12.0,4.3,3.6,18,19
3222,5577,Indiana,Delaware,2017,280,238,41,1,0,0,0,112,54,39,0,0,226,0,54,0,"Delaware, Indiana",107474,19731,69535,18208.0,52185.0,55289.0,55938,53022,21898,3565,16912,1421.0,9357.0,12541.0,10105,8936,20.4,18.1,24.3,7.8,17.9,22.7,18.1,16.9,18,35
3223,5579,Indiana,Elkhart,2017,365,301,63,1,0,0,0,105,57,38,0,0,191,0,174,0,"Elkhart, Indiana",201482,55949,117534,27999.0,99437.0,102045.0,100131,96121,20739,7996,11156,1587.0,9333.0,11406.0,7021,5438,10.3,14.3,9.5,5.7,9.4,11.2,7.0,5.7,18,39
3224,5580,Indiana,Floyd,2017,365,262,98,5,0,0,0,115,59,41,0,0,155,0,210,0,"Floyd, Indiana",75282,17801,46193,11288.0,37446.0,37836.0,39021,37520,7632,2046,4797,789.0,3640.0,3992.0,2156,1994,10.1,11.5,10.4,7.0,9.7,10.6,5.5,5.3,18,43
3225,5583,Indiana,Hamilton,2017,365,302,61,2,0,0,0,105,56,40,0,0,199,0,166,0,"Hamilton, Indiana",321756,88463,195991,37302.0,157400.0,164356.0,176632,171663,11248,3404,6887,957.0,5376.0,5872.0,4529,4131,3.5,3.8,3.5,2.6,3.4,3.6,2.6,2.4,18,57
3226,5584,Indiana,Hendricks,2017,240,220,20,0,0,0,0,93,50,38,0,0,240,0,0,0,"Hendricks, Indiana",160736,40670,98778,21288.0,79148.0,81588.0,91152,88020,7256,2050,4622,584.0,3360.0,3896.0,2869,2312,4.5,5.0,4.7,2.7,4.2,4.8,3.1,2.6,18,63
3227,5586,Indiana,Howard,2017,356,305,51,0,0,0,0,80,53,34,0,0,0,0,356,0,"Howard, Indiana",80913,18026,47540,15347.0,38519.0,42394.0,39595,38131,11946,4004,6826,1116.0,5688.0,6258.0,3138,2581,14.8,22.2,14.4,7.3,14.8,14.8,7.9,6.8,18,67
3228,5589,Indiana,Johnson,2017,237,214,23,0,0,0,0,80,50,39,0,0,237,0,0,0,"Johnson, Indiana",150827,37052,92328,21447.0,74140.0,76687.0,81342,78738,15193,6613,7138,1442.0,6635.0,8558.0,3924,3097,10.1,17.8,7.7,6.7,8.9,11.2,4.8,3.9,18,81
3229,5591,Indiana,LaPorte,2017,282,216,58,8,0,0,0,147,64,40,0,0,235,0,47,0,"LaPorte, Indiana",102133,23376,60136,18621.0,48264.0,53869.0,48638,45603,14609,4801,8633,1175.0,6345.0,8264.0,4905,3882,14.3,20.5,14.4,6.3,13.1,15.3,10.1,8.5,18,91
3230,5592,Indiana,Lake,2017,365,256,104,4,1,0,0,167,63,42,2,10,182,5,150,16,"Lake, Indiana",479109,112831,289911,76367.0,231580.0,247529.0,232626,215718,73636,26449,39873,7314.0,31732.0,41904.0,19116,14368,15.4,23.4,13.8,9.6,13.7,16.9,8.2,6.7,18,89
3231,5593,Indiana,Madison,2017,365,279,85,1,0,0,0,105,57,41,0,0,162,0,203,0,"Madison, Indiana",123716,27608,73964,22144.0,60510.0,63206.0,59343,55802,22210,7143,13420,1647.0,10196.0,12014.0,6009,4724,18.0,25.9,18.1,7.4,16.9,19.0,10.1,8.5,18,95
3232,5594,Indiana,Marion,2017,365,219,142,4,0,0,0,122,67,47,0,3,128,0,234,0,"Marion, Indiana",932111,230182,588487,113442.0,448979.0,483132.0,485616,455428,159633,56866,91685,11082.0,69276.0,90357.0,45896,33115,17.1,24.7,15.6,9.8,15.4,18.7,9.5,7.3,18,97
3233,5595,Indiana,Monroe,2017,341,316,25,0,0,0,0,61,46,27,0,0,0,0,341,0,"Monroe, Indiana",131331,22441,90918,17972.0,66606.0,64725.0,72815,69033,30074,4513,24345,1216.0,16774.0,13300.0,10637,8378,22.9,20.1,26.8,6.8,25.2,20.5,14.6,12.1,18,105
3234,5596,Indiana,Morgan,2017,360,342,16,2,0,0,0,114,45,32,0,0,226,134,0,0,"Morgan, Indiana",68529,15472,42082,10975.0,33833.0,34696.0,34217,32990,6636,2015,4169,452.0,2537.0,4099.0,1311,1175,9.7,13.0,9.9,4.1,7.5,11.8,3.8,3.6,18,109
3235,5599,Indiana,Porter,2017,365,283,73,9,0,0,0,136,62,41,0,0,197,22,127,19,"Porter, Indiana",163861,37233,101088,25540.0,82545.0,81316.0,82165,78746,19448,5928,11400,2120.0,8285.0,11163.0,5031,4410,11.9,15.9,11.3,8.3,10.0,13.7,6.1,5.6,18,127
