,Unnamed: 0,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,CountyState Name,Total Population,Total Under 18,Total 18 to 64,Total 65 and over,Total Male,Total Female,Total 16 and Over,Total 16 and Over Employed,InPoverty Population,InPoverty Under 18,InPoverty 18 to 64,InPoverty 65 and Over,InPoverty Male,InPoverty Female,InPoverty 16 and Over,InPoverty 16 and Over Employed,PctBelowPoverty Population,PctBelowPoverty Under 18,PctBelowPoverty 18 to 64,PctBelowPoverty 65 and over,PctBelowPoverty Male,PctBelowPoverty Female,PctBelowPoverty 16 and Over,PctBelowPoverty 16 and Over Employed,State Code,County Code
930,1625,New Jersey,Camden,2013,365,239,122,4,0,0,0,112,68,44,0,20,208,0,135,2,"Camden, New Jersey",505832,119070,244552,101334.0,,28292.0,27038,14951,75667,28310,31860,28587.0,,1949.0,7357,3134,15.0,23.8,13.0,28.2,,6.9,27.2,21.0,34,7
931,1626,New Jersey,Cumberland,2013,303,285,18,0,0,0,0,90,49,34,0,0,303,0,0,0,"Cumberland, New Jersey",145220,36288,69566,27471.0,,,10191,5840,29978,10907,13838,6604.0,,,3360,1211,20.6,30.1,19.9,24.0,,,33.0,20.7,34,11
932,1627,New Jersey,Essex,2013,365,275,88,2,0,0,0,126,63,41,0,140,143,0,82,0,"Essex, New Jersey",770876,189707,367008,310346.0,,37782.0,56745,25315,137499,47116,59163,79675.0,,1779.0,20270,7365,17.8,24.8,16.1,25.7,,4.7,35.7,29.1,34,13
933,1628,New Jersey,Gloucester,2013,292,238,50,4,0,0,0,126,64,41,0,0,234,0,58,0,"Gloucester, New Jersey",285923,67005,138729,28917.0,,8612.0,15438,9311,28139,8838,12554,4070.0,,654.0,3639,1758,9.8,13.2,9.0,14.1,,7.6,23.6,18.9,34,15
934,1629,New Jersey,Hudson,2013,365,263,100,1,1,0,0,151,67,38,1,31,73,0,260,0,"Hudson, New Jersey",653812,133441,324822,81516.0,,96333.0,35115,17778,128632,42412,59043,21619.0,,8665.0,11624,5564,19.7,31.8,18.2,26.5,,9.0,33.1,31.3,34,17
935,1630,New Jersey,Hunterdon,2013,365,284,77,4,0,0,0,119,61,38,0,0,254,0,111,0,"Hunterdon, New Jersey",119868,25489,59450,,,,3926,2319,3929,680,1893,,,,259,96,3.3,2.7,3.2,,,,6.6,4.1,34,19
936,1631,New Jersey,Mercer,2013,365,242,120,3,0,0,0,122,68,43,0,0,222,0,143,0,"Mercer, New Jersey",352368,80218,171116,69823.0,,35501.0,17322,9452,41667,12632,18946,15870.0,,2400.0,3469,1204,11.8,15.7,11.1,22.7,,6.8,20.0,12.7,34,21
937,1632,New Jersey,Middlesex,2013,365,295,69,1,0,0,0,112,61,37,0,46,263,0,56,0,"Middlesex, New Jersey",802417,183004,393031,76070.0,,184092.0,35921,17038,76062,23735,34496,9878.0,,7431.0,7482,3360,9.5,13.0,8.8,13.0,,4.0,20.8,19.7,34,23
938,1633,New Jersey,Monmouth,2013,249,203,42,3,1,0,0,151,64,40,0,0,249,0,0,0,"Monmouth, New Jersey",623342,141264,304084,46876.0,,33967.0,28345,15090,47963,14184,20386,10424.0,,1947.0,5171,2756,7.7,10.0,6.7,22.2,,5.7,18.2,18.3,34,25
939,1634,New Jersey,Morris,2013,361,302,53,6,0,0,0,122,58,37,0,15,303,0,43,0,"Morris, New Jersey",490753,111523,239937,13855.0,,46755.0,16363,8615,21181,4945,8912,1084.0,,594.0,2520,1714,4.3,4.4,3.7,7.8,,1.3,15.4,19.9,34,27
940,1635,New Jersey,Ocean,2013,363,286,74,3,0,0,0,119,58,40,0,0,194,0,169,0,"Ocean, New Jersey",574587,134346,275172,17094.0,,11457.0,24288,14227,58632,25842,26998,2329.0,,644.0,3604,1887,10.2,19.2,9.8,13.6,,5.6,14.8,13.3,34,29
941,1636,New Jersey,Passaic,2013,287,242,43,2,0,0,0,122,58,37,0,0,219,0,68,0,"Passaic, New Jersey",497853,122481,242782,65609.0,,27340.0,20432,10056,82857,30614,38228,17640.0,,4974.0,4622,2199,16.6,25.0,15.7,26.9,,18.2,22.6,21.9,34,31
942,1637,New Jersey,Union,2013,365,235,129,1,0,0,0,107,67,44,0,114,0,0,251,0,"Union, New Jersey",540926,129709,264272,114541.0,,26407.0,29509,13038,62096,18305,26319,21104.0,,661.0,7938,2696,11.5,14.1,10.0,18.4,,2.5,26.9,20.7,34,39
943,1638,New Jersey,Warren,2013,365,289,70,6,0,0,0,121,62,36,0,84,160,19,102,0,"Warren, New Jersey",105504,23393,50927,,,,5685,3101,9837,3595,4511,,,,1176,511,9.3,15.4,8.9,,,,20.7,16.5,34,41
944,1639,New Mexico,Bernalillo,2013,365,146,213,6,0,0,0,145,80,54,0,1,214,0,101,49,"Bernalillo, New Mexico",666172,155881,325987,21159.0,26848.0,16420.0,25834,12696,126827,44248,56014,4978.0,10693.0,1584.0,9646,3998,19.0,28.4,17.2,23.5,39.8,9.6,37.3,31.5,35,1
945,1641,New Mexico,Chaves,2013,110,105,4,1,0,0,0,121,38,22,0,0,0,0,110,0,"Chaves, New Mexico",64310,17742,30755,,,,1586,972,12101,4762,5460,,,,329,31,18.8,26.8,17.8,,,,20.7,3.2,35,5
946,1645,New Mexico,Lea,2013,365,276,87,2,0,0,0,111,71,37,0,16,274,0,72,3,"Lea, New Mexico",65818,20270,33259,,,,1899,784,8035,3022,3057,,,,614,107,12.2,14.9,9.2,,,,32.3,13.6,35,25
947,1649,New Mexico,McKinley,2013,128,127,1,0,0,0,0,51,31,17,0,0,0,0,0,128,"McKinley, New Mexico",72818,21959,35760,,54735.0,,3611,2107,30868,10973,15580,,27276.0,,1756,1200,42.4,50.0,43.6,,49.8,,48.6,57.0,35,31
948,1651,New Mexico,San Juan,2013,365,238,121,5,1,0,0,156,77,46,0,23,331,1,9,1,"San Juan, New Mexico",125488,35090,62395,,47649.0,,4636,3625,28442,9219,13438,,15619.0,,2713,2142,22.7,26.3,21.5,,32.8,,58.5,59.1,35,45
949,1652,New Mexico,Sandoval,2013,351,283,68,0,0,0,0,97,61,43,0,0,347,0,0,4,"Sandoval, New Mexico",135530,33752,66666,,16912.0,,6181,3182,22485,8379,9872,,5326.0,,1882,676,16.6,24.8,14.8,,31.5,,30.4,21.2,35,43
950,1653,New Mexico,Santa Fe,2013,365,267,98,0,0,0,0,100,67,44,0,0,351,0,14,0,"Santa Fe, New Mexico",144957,29303,70052,,5914.0,,6470,2992,28106,9108,12890,,2105.0,,2645,1232,19.4,31.1,18.4,,35.6,,40.9,41.2,35,49
951,1656,New Mexico,Valencia,2013,365,244,116,5,0,0,0,115,74,44,0,0,358,0,7,0,"Valencia, New Mexico",74288,18509,36711,,,,2523,1632,19338,6645,9112,,,,937,697,26.0,35.9,24.8,,,,37.1,42.7,35,61
952,1657,New York,Albany,2013,365,296,69,0,0,0,0,97,58,39,0,0,263,0,102,0,"Albany, New York",291035,57059,141601,35916.0,,16687.0,10317,4733,40399,8276,18478,11074.0,,4741.0,3808,1201,13.9,14.5,13.0,30.8,,28.4,36.9,25.4,36,1
953,1658,New York,Bronx,2013,365,235,123,7,0,0,0,119,69,45,0,83,123,0,159,0,"Bronx, New York",1379387,354638,646472,455068.0,7710.0,50811.0,93982,47021,425977,149093,180307,124919.0,2395.0,13390.0,41205,18165,30.9,42.0,27.9,27.5,31.1,26.4,43.8,38.6,36,5
954,1659,New York,Chautauqua,2013,358,321,36,1,0,0,0,119,51,36,0,0,325,12,21,0,"Chautauqua, New York",126502,27004,62435,,,,5901,3663,24222,8073,11125,,,,2602,1413,19.1,29.9,17.8,,,,44.1,38.6,36,13
955,1660,New York,Dutchess,2013,358,337,21,0,0,0,0,100,47,33,0,0,356,2,0,0,"Dutchess, New York",280392,59915,138393,27802.0,,10177.0,12864,7241,25466,7657,11020,5137.0,,962.0,2735,1455,9.1,12.8,8.0,18.5,,9.5,21.3,20.1,36,27
956,1661,New York,Erie,2013,365,261,100,4,0,0,0,122,62,42,0,16,191,0,158,0,"Erie, New York",893457,187909,429596,117969.0,3827.0,24708.0,34859,18835,135428,44488,59186,44947.0,1388.0,8149.0,10373,5343,15.2,23.7,13.8,38.1,36.3,33.0,29.8,28.4,36,29
957,1666,New York,Jefferson,2013,361,339,22,0,0,0,0,93,47,34,0,0,361,0,0,0,"Jefferson, New York",113014,29152,57515,,,,6102,3692,18002,6774,8639,,,,2297,1398,15.9,23.2,15.0,,,,37.6,37.9,36,45
958,1667,New York,Kings,2013,365,287,77,1,0,0,0,108,59,30,0,0,0,0,365,0,"Kings, New York",2571598,598084,1218035,876226.0,8993.0,292882.0,134439,70341,599001,198557,268363,207451.0,2785.0,70828.0,45762,21269,23.3,33.2,22.0,23.7,31.0,24.2,34.0,30.2,36,47
959,1668,New York,Monroe,2013,365,299,66,0,0,0,0,84,58,38,0,0,226,1,138,0,"Monroe, New York",723613,158618,348385,113544.0,,24799.0,32839,16426,114001,37834,51293,38296.0,,4649.0,10058,4252,15.8,23.9,14.7,33.7,,18.7,30.6,25.9,36,55
960,1669,New York,Nassau,2013,364,291,73,0,0,0,0,95,56,31,0,0,0,11,353,0,"Nassau, New York",1331298,298471,645536,148442.0,,113550.0,46246,25325,81337,25731,34100,18436.0,,5751.0,6435,3250,6.1,8.6,5.3,12.4,,5.1,13.9,12.8,36,59
961,1670,New York,New York,2013,365,223,141,1,0,0,0,108,67,45,0,0,100,0,265,0,"New York, New York",1580465,235647,748891,237043.0,,180540.0,70951,39531,299254,60344,137695,82090.0,,36910.0,28789,16519,18.9,25.6,18.4,34.6,,20.4,40.6,41.8,36,61
962,1671,New York,Niagara,2013,246,222,23,1,0,0,0,101,50,35,0,0,227,0,19,0,"Niagara, New York",209708,42671,102515,15619.0,,,10196,6222,28672,8098,12293,5631.0,,,3184,1792,13.7,19.0,12.0,36.1,,,31.2,28.8,36,63
963,1672,New York,Oneida,2013,361,315,46,0,0,0,0,82,54,24,0,0,0,0,361,0,"Oneida, New York",220205,48490,107757,12449.0,,7399.0,7982,5099,38955,12361,18922,5854.0,,1999.0,2785,1692,17.7,25.5,17.6,47.0,,27.0,34.9,33.2,36,65
964,1673,New York,Onondaga,2013,353,326,27,0,0,0,0,93,48,33,0,0,319,4,30,0,"Onondaga, New York",451670,102122,218552,48864.0,,14772.0,18924,9489,69343,22159,30138,19910.0,,4086.0,5559,2600,15.4,21.7,13.8,40.7,,27.7,29.4,27.4,36,67
965,1674,New York,Orange,2013,365,320,45,0,0,0,0,86,53,34,0,0,214,0,151,0,"Orange, New York",365368,97865,180171,35765.0,,9335.0,14914,8478,49125,21343,22291,9498.0,,226.0,4663,2517,13.4,21.8,12.4,26.6,,2.4,31.3,29.7,36,71
966,1675,New York,Oswego,2013,359,345,14,0,0,0,0,84,45,33,0,0,359,0,0,0,"Oswego, New York",116298,25784,57950,,,,6640,4360,22701,8664,10887,,,,2325,1479,19.5,33.6,18.8,,,,35.0,33.9,36,75
967,1676,New York,Putnam,2013,365,351,13,1,0,0,0,108,45,32,0,0,352,13,0,0,"Putnam, New York",98463,21644,49373,,,,2844,1604,4307,983,1983,,,,105,42,4.4,4.5,4.0,,,,3.7,2.6,36,79
968,1677,New York,Queens,2013,365,254,106,5,0,0,0,133,62,42,0,58,145,0,162,0,"Queens, New York",2270581,461234,1103483,414671.0,6015.0,559727.0,107015,56846,347863,95312,152402,56276.0,1145.0,102730.0,29373,14028,15.3,20.7,13.8,13.6,19.0,18.4,27.4,24.7,36,81
969,1678,New York,Richmond,2013,365,265,96,3,1,0,0,151,64,42,0,0,197,0,168,0,"Richmond, New York",466495,105432,225435,48647.0,,37450.0,16627,8999,59539,19686,26174,11194.0,,5125.0,4013,2157,12.8,18.7,11.6,23.0,,13.7,24.1,24.0,36,85
970,1679,New York,Rockland,2013,365,297,65,3,0,0,0,143,58,39,0,0,240,0,125,0,"Rockland, New York",315967,88692,154719,39884.0,,19928.0,14804,8630,47353,22487,23185,2440.0,,1020.0,2187,847,15.0,25.4,15.0,6.1,,5.1,14.8,9.8,36,87
971,1680,New York,Saratoga,2013,362,346,16,0,0,0,0,93,44,32,0,0,362,0,0,0,"Saratoga, New York",219432,47751,108025,,,,8361,5004,17042,4500,8039,,,,1665,1084,7.8,9.4,7.4,,,,19.9,21.7,36,91
972,1681,New York,Steuben,2013,364,342,22,0,0,0,0,84,47,32,23,0,296,5,40,0,"Steuben, New York",96990,21682,47961,,,,3814,1936,15163,5537,7235,,,,1094,525,15.6,25.5,15.1,,,,28.7,27.1,36,101
973,1682,New York,Suffolk,2013,365,273,83,7,2,0,0,159,63,41,0,0,263,0,102,0,"Suffolk, New York",1470600,335322,723403,112304.0,,52082.0,53778,30721,106985,31805,45734,17906.0,,5000.0,8976,4691,7.3,9.5,6.3,15.9,,9.6,16.7,15.3,36,103
974,1683,New York,Tompkins,2013,351,327,24,0,0,0,0,93,48,35,0,0,351,0,0,0,"Tompkins, New York",88377,14456,43492,,,10218.0,2074,1190,17907,2968,8858,,,4201.0,431,198,20.3,20.5,20.4,,,41.1,20.8,16.6,36,109
975,1684,New York,Wayne,2013,302,275,27,0,0,0,0,93,50,33,0,0,302,0,0,0,"Wayne, New York",91252,20690,44964,,,,2145,1301,9624,3391,4559,,,,584,434,10.5,16.4,10.1,,,,27.2,33.4,36,117
976,1685,New York,Westchester,2013,365,300,59,6,0,0,0,136,59,39,0,0,257,0,108,0,"Westchester, New York",944176,219385,455739,132626.0,,52698.0,42383,23569,91341,29092,39351,27122.0,,3916.0,8082,3690,9.7,13.3,8.6,20.4,,7.4,19.1,15.7,36,119
977,1686,North Carolina,Alamance,2013,356,313,43,0,0,0,0,78,52,31,0,0,0,0,356,0,"Alamance, North Carolina",150206,34799,71713,28730.0,,,5137,2981,31103,10333,14519,7790.0,,,1895,1055,20.7,29.7,20.2,27.1,,,36.9,35.4,37,1
978,1690,North Carolina,Buncombe,2013,365,313,52,0,0,0,0,97,53,36,0,0,137,0,228,0,"Buncombe, North Carolina",242068,48401,117574,14561.0,,,7779,4582,35837,8410,16908,4794.0,,,4202,2188,14.8,17.4,14.4,32.9,,,54.0,47.8,37,21
979,1691,North Carolina,Caldwell,2013,365,354,11,0,0,0,0,93,45,29,0,0,214,151,0,0,"Caldwell, North Carolina",80722,16968,38922,,,,5900,3630,14274,3340,7332,,,,2150,1537,17.7,19.7,18.8,,,,36.4,42.3,37,27
980,1692,North Carolina,Carteret,2013,325,311,14,0,0,0,0,93,45,34,0,0,325,0,0,0,"Carteret, North Carolina",67231,12416,33110,3698.0,,,3900,2077,10101,2930,4718,579.0,,,1715,737,15.0,23.6,14.2,15.7,,,44.0,35.5,37,31
981,1694,North Carolina,Catawba,2013,364,305,59,0,0,0,0,72,54,33,0,0,0,0,364,0,"Catawba, North Carolina",152703,35704,75005,11824.0,,,7890,4363,25113,9288,11509,3458.0,,,2417,1202,16.4,26.0,15.3,29.2,,,30.6,27.5,37,35
982,1695,North Carolina,Chatham,2013,260,245,15,0,0,0,0,80,47,32,0,0,180,0,80,0,"Chatham, North Carolina",65644,13129,31591,8348.0,,,2114,1090,12040,3365,5690,1164.0,,,819,494,18.3,25.6,18.0,13.9,,,38.7,45.3,37,37
983,1696,North Carolina,Cumberland,2013,336,277,58,1,0,0,0,105,56,39,0,0,152,0,184,0,"Cumberland, North Carolina",315412,84030,151123,116303.0,3984.0,7025.0,16177,7272,55092,22006,22196,29072.0,628.0,747.0,6076,2692,17.5,26.2,14.7,25.0,15.8,10.6,37.6,37.0,37,51
984,1697,North Carolina,Davidson,2013,357,260,97,0,0,0,0,77,59,40,0,0,0,0,357,0,"Davidson, North Carolina",160268,35806,77924,15265.0,,,9632,4609,33238,11971,15475,6781.0,,,4417,1790,20.7,33.4,19.9,44.4,,,45.9,38.8,37,57
985,1700,North Carolina,Durham,2013,365,303,62,0,0,0,0,87,54,36,0,0,129,1,235,0,"Durham, North Carolina",275648,62521,130161,103091.0,,11674.0,11337,5481,45790,12394,21222,19852.0,,2797.0,4068,1976,16.6,19.8,16.3,19.3,,24.0,35.9,36.1,37,63
986,1702,North Carolina,Forsyth,2013,365,266,97,2,0,0,0,122,64,43,0,12,147,0,206,0,"Forsyth, North Carolina",351037,84792,166769,88942.0,,6842.0,13929,8698,73006,27431,33114,29365.0,,907.0,5719,3604,20.8,32.4,19.9,33.0,,13.3,41.1,41.4,37,67
987,1704,North Carolina,Gaston,2013,328,292,36,0,0,0,0,66,52,32,0,0,0,0,325,3,"Gaston, North Carolina",206276,48017,99067,30683.0,,,10893,5431,39528,13872,15879,10067.0,,,4644,2068,19.2,28.9,16.0,32.8,,,42.6,38.1,37,71
988,1707,North Carolina,Guilford,2013,357,287,69,1,0,0,0,105,56,39,0,0,150,0,206,1,"Guilford, North Carolina",491582,114040,234274,164243.0,,22329.0,21925,12161,93530,31674,40544,50112.0,,4014.0,8084,4120,19.0,27.8,17.3,30.5,,18.0,36.9,33.9,37,81
989,1711,North Carolina,Johnston,2013,261,235,26,0,0,0,0,97,50,35,0,0,193,0,68,0,"Johnston, North Carolina",175248,46324,85195,26885.0,,,9152,4754,29407,10166,13962,6880.0,,,2844,1693,16.8,21.9,16.4,25.6,,,31.1,35.6,37,101
990,1714,North Carolina,Lincoln,2013,214,194,18,2,0,0,0,105,50,40,0,0,214,0,0,0,"Lincoln, North Carolina",79182,17873,39160,4408.0,,,5136,2695,12420,3986,5044,2925.0,,,2295,1156,15.7,22.3,12.9,66.4,,,44.7,42.9,37,109
991,1718,North Carolina,Mecklenburg,2013,365,268,95,2,0,0,0,101,63,43,0,4,199,0,160,2,"Mecklenburg, North Carolina",974793,242174,468678,305948.0,,48034.0,50058,24725,147896,48247,64149,71563.0,,7037.0,18983,8372,15.2,19.9,13.7,23.4,,14.7,37.9,33.9,37,119
992,1721,North Carolina,New Hanover,2013,363,270,93,0,0,0,0,97,60,40,0,0,123,23,217,0,"New Hanover, North Carolina",207193,41701,99665,29628.0,,,10075,5082,41067,10855,17036,10140.0,,,4603,2044,19.8,26.0,17.1,34.2,,,45.7,40.2,37,129
993,1723,North Carolina,Pitt,2013,262,234,28,0,0,0,0,100,51,35,0,0,188,0,74,0,"Pitt, North Carolina",168611,38094,80581,57980.0,,,10447,5481,43223,12386,20378,22724.0,,,5391,3092,25.6,32.5,25.3,39.2,,,51.6,56.4,37,147
994,1724,North Carolina,Robeson,2013,117,101,16,0,0,0,0,64,53,30,0,0,0,0,117,0,"Robeson, North Carolina",131285,34471,62912,31138.0,51098.0,1022.0,6960,3970,39045,15058,17706,11292.0,16381.0,322.0,3682,1950,29.7,43.7,28.1,36.3,32.1,31.5,52.9,49.1,37,155
995,1725,North Carolina,Rockingham,2013,212,188,23,1,0,0,0,105,51,40,0,0,212,0,0,0,"Rockingham, North Carolina",90352,18754,43630,16199.0,,,4765,1918,20249,5812,8635,6356.0,,,2148,861,22.4,31.0,19.8,39.2,,,45.1,44.9,37,157
996,1726,North Carolina,Rowan,2013,365,277,87,1,0,0,0,108,58,43,0,0,228,0,137,0,"Rowan, North Carolina",133631,30827,66012,20661.0,,,8951,3987,25014,8550,11300,8028.0,,,3136,1271,18.7,27.7,17.1,38.9,,,35.0,31.9,37,159
997,1728,North Carolina,Union,2013,205,182,23,0,0,0,0,84,51,38,0,0,205,0,0,0,"Union, North Carolina",210480,61603,104050,25751.0,,,8316,4509,20393,8369,9798,3639.0,,,1558,760,9.7,13.6,9.4,14.1,,,18.7,16.9,37,179
998,1729,North Carolina,Wake,2013,365,248,117,0,0,0,0,90,62,44,0,0,129,0,236,0,"Wake, North Carolina",950090,243167,463650,192205.0,,58267.0,36271,18428,101753,35461,46349,31923.0,,7097.0,9219,4197,10.7,14.6,10.0,16.6,,12.2,25.4,22.8,37,183
999,1731,North Carolina,Wayne,2013,359,237,122,0,0,0,0,89,61,40,0,0,0,0,359,0,"Wayne, North Carolina",120867,29606,58306,36669.0,,,7676,3592,25910,10562,11189,11303.0,,,2931,967,21.4,35.7,19.2,30.8,,,38.2,26.9,37,191
1000,1735,North Dakota,Burleigh,2013,365,330,35,0,0,0,0,84,50,36,0,15,269,3,75,3,"Burleigh, North Dakota",85548,19814,42421,,,,567,269,7072,2151,2661,,,,63,63,8.3,10.9,6.3,,,,11.1,23.4,38,15
1001,1736,North Dakota,Cass,2013,353,298,55,0,0,0,0,88,54,37,0,11,212,0,120,10,"Cass, North Dakota",157950,35162,79931,,,,2033,1304,23213,5076,11186,,,,693,399,14.7,14.4,14.0,,,,34.1,30.6,38,17
1002,1743,Ohio,Allen,2013,362,300,60,2,0,0,0,112,58,36,0,0,183,3,176,0,"Allen, Ohio",101118,24193,49269,11068.0,,,4905,2673,15154,4575,6840,3179.0,,,1964,1221,15.0,18.9,13.9,28.7,,,40.0,45.7,39,3
1003,1744,Ohio,Ashtabula,2013,365,329,34,2,0,0,0,108,50,30,0,0,211,154,0,0,"Ashtabula, Ohio",95812,21815,46434,,,,3705,2392,17940,6413,7084,,,,1263,718,18.7,29.4,15.3,,,,34.1,30.0,39,7
1004,1746,Ohio,Belmont,2013,363,363,0,0,0,0,0,50,24,4,0,0,0,363,0,0,"Belmont, Ohio",65667,13156,31951,,,,2139,1324,10479,3215,4080,,,,411,382,16.0,24.4,12.8,,,,19.2,28.9,39,13
1005,1747,Ohio,Butler,2013,365,244,118,3,0,0,0,119,71,42,0,0,263,14,82,6,"Butler, Ohio",359313,89431,176388,25944.0,,8385.0,13431,6269,47726,15567,22827,6630.0,,1572.0,4486,2400,13.3,17.4,12.9,25.6,,18.7,33.4,38.3,39,17
1006,1748,Ohio,Clark,2013,365,235,124,6,0,0,0,112,67,46,0,0,142,4,219,0,"Clark, Ohio",132887,30852,64722,12530.0,,,5630,3601,24653,8873,11544,4019.0,,,2933,1849,18.6,28.8,17.8,32.1,,,52.1,51.3,39,23
1007,1749,Ohio,Clermont,2013,344,215,128,1,0,0,0,126,65,45,0,0,107,0,237,0,"Clermont, Ohio",197877,48093,97924,,,,4450,2941,17390,5657,7431,,,,1178,719,8.8,11.8,7.6,,,,26.5,24.4,39,25
1008,1751,Ohio,Columbiana,2013,351,350,1,0,0,0,0,57,21,6,0,0,0,292,0,59,"Columbiana, Ohio",102041,21951,49864,,,,3967,2362,18687,6859,8256,,,,1415,598,18.3,31.2,16.6,,,,35.7,25.3,39,29
1009,1752,Ohio,Cuyahoga,2013,365,155,202,7,1,0,0,151,76,54,11,10,81,48,203,12,"Cuyahoga, Ohio",1236419,270022,587918,363828.0,,34380.0,68103,38896,235122,75682,104348,125619.0,,3825.0,28440,15132,19.0,28.0,17.7,34.5,,11.1,41.8,38.9,39,35
1010,1753,Ohio,Delaware,2013,211,175,33,3,0,0,0,112,58,41,0,0,211,0,0,0,"Delaware, Ohio",181922,51314,90115,6638.0,,,3030,1624,11760,4878,4531,668.0,,,541,325,6.5,9.5,5.0,10.1,,,17.9,20.0,39,41
1011,1755,Ohio,Franklin,2013,365,226,133,6,0,0,0,136,65,45,0,5,146,0,214,0,"Franklin, Ohio",1183643,282413,576660,252924.0,,49484.0,41825,22409,209500,72091,97052,81030.0,,4926.0,16482,8209,17.7,25.5,16.8,32.0,,10.0,39.4,36.6,39,49
1012,1756,Ohio,Geauga,2013,214,182,31,1,0,0,0,112,54,39,0,0,214,0,0,0,"Geauga, Ohio",93378,22912,45957,,,,2124,1131,6849,2052,3043,,,,536,299,7.3,9.0,6.6,,,,25.2,26.4,39,55
1013,1757,Ohio,Greene,2013,365,240,122,2,1,0,0,159,64,44,0,0,135,0,230,0,"Greene, Ohio",153817,33666,74718,9678.0,,4680.0,5897,3538,20789,5843,10443,1928.0,,928.0,1838,719,13.5,17.4,14.0,19.9,,19.8,31.2,20.3,39,57
1014,1758,Ohio,Hamilton,2013,365,115,241,9,0,0,0,116,78,56,0,2,84,30,249,0,"Hamilton, Ohio",786061,183899,377538,199300.0,,18001.0,34064,18087,146667,47936,65069,71053.0,,2847.0,13924,6806,18.7,26.1,17.2,35.7,,15.8,40.9,37.6,39,61
1015,1759,Ohio,Jefferson,2013,365,212,149,4,0,0,0,147,67,46,0,0,110,25,227,3,"Jefferson, Ohio",65301,12971,31544,4245.0,,,1903,1324,11917,3091,5027,2440.0,,,591,410,18.2,23.8,15.9,57.5,,,31.1,31.0,39,81
1016,1761,Ohio,Lake,2013,365,226,129,10,0,0,0,150,71,44,0,0,114,28,223,0,"Lake, Ohio",226871,48458,111435,8611.0,,,7533,4993,20388,5292,9604,2141.0,,,1689,1108,9.0,10.9,8.6,24.9,,,22.4,22.2,39,85
1017,1763,Ohio,Licking,2013,214,190,23,1,0,0,0,105,51,41,0,0,214,0,0,0,"Licking, Ohio",164386,39973,80690,,,,6812,3024,16838,6279,6575,,,,2078,883,10.2,15.7,8.1,,,,30.5,29.2,39,89
1018,1764,Ohio,Lorain,2013,362,289,73,0,0,0,0,93,56,35,0,0,133,0,229,0,"Lorain, Ohio",293694,68794,142835,21913.0,,,12892,7102,42971,16542,17170,5347.0,,,4199,1978,14.6,24.0,12.0,24.4,,,32.6,27.9,39,93
1019,1765,Ohio,Lucas,2013,365,252,112,1,0,0,0,108,61,42,0,0,122,6,237,0,"Lucas, Ohio",426404,99588,206232,81676.0,,7366.0,23698,15110,92077,29611,43280,31903.0,,1909.0,10354,6246,21.6,29.7,21.0,39.1,,25.9,43.7,41.3,39,95
1020,1767,Ohio,Mahoning,2013,365,250,114,1,0,0,0,119,64,43,0,0,75,10,279,1,"Mahoning, Ohio",226032,47581,108346,32699.0,,,10994,4888,40145,12488,16794,13304.0,,,5035,2364,17.8,26.2,15.5,40.7,,,45.8,48.4,39,99
1021,1768,Ohio,Medina,2013,257,212,45,0,0,0,0,97,58,39,0,0,186,0,71,0,"Medina, Ohio",173136,41190,84915,,,,3853,2176,10051,2739,4337,,,,1030,618,5.8,6.6,5.1,,,,26.7,28.4,39,103
1022,1770,Ohio,Miami,2013,214,175,37,2,0,0,0,105,61,42,0,0,214,0,0,0,"Miami, Ohio",102251,23374,49660,,,,3882,1973,9105,3232,3393,,,,1048,495,8.9,13.8,6.8,,,,27.0,25.1,39,109
1023,1771,Ohio,Montgomery,2013,365,209,151,5,0,0,0,113,67,47,5,0,106,0,254,0,"Montgomery, Ohio",520853,118326,249710,107696.0,,9165.0,26565,13844,97360,34650,42868,33427.0,,1515.0,9117,4106,18.7,29.3,17.2,31.0,,16.5,34.3,29.7,39,113
1024,1774,Ohio,Portage,2013,237,213,24,0,0,0,0,90,51,30,0,0,166,0,71,0,"Portage, Ohio",157054,31049,76625,6211.0,,,8702,5513,28356,7069,11078,3430.0,,,3541,2111,18.1,22.8,14.5,55.2,,,40.7,38.3,39,133
1025,1776,Ohio,Scioto,2013,365,342,23,0,0,0,0,75,48,19,0,0,0,19,116,230,"Scioto, Ohio",73504,16003,36069,,,,2035,1161,18090,4848,8333,,,,483,418,24.6,30.3,23.1,,,,23.7,36.0,39,145
1026,1777,Ohio,Stark,2013,365,245,117,3,0,0,0,112,67,45,1,0,107,0,257,0,"Stark, Ohio",366158,81736,177842,24891.0,,,16008,9041,56465,19258,25421,7472.0,,,4928,2654,15.4,23.6,14.3,30.0,,,30.8,29.4,39,151
1027,1778,Ohio,Summit,2013,365,293,69,3,0,0,0,146,60,35,14,0,148,109,94,0,"Summit, Ohio",533277,117194,258241,76634.0,,13119.0,26429,15294,78021,23184,37071,25485.0,,1180.0,9475,4832,14.6,19.8,14.4,33.3,,9.0,35.9,31.6,39,153
